,path,imgId,tag
0,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0607.jpg,other.image_0607.jpg,other
1,C:\Users\zcc\Desktop\rsvp-images\block1\target\image_0034.jpg,target.image_0034.jpg,target
2,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0483.jpg,other.image_0483.jpg,other
3,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0587.jpg,other.image_0587.jpg,other
4,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0409.jpg,other.image_0409.jpg,other
5,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1311.jpg,other.image_1311.jpg,other
6,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0843.jpg,other.image_0843.jpg,other
7,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1213.jpg,other.image_1213.jpg,other
8,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0668.jpg,other.image_0668.jpg,other
9,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0443.jpg,other.image_0443.jpg,other
10,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0190.jpg,other.image_0190.jpg,other
11,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0618.jpg,other.image_0618.jpg,other
12,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0960.jpg,other.image_0960.jpg,other
13,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1267.jpg,other.image_1267.jpg,other
14,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0812.jpg,other.image_0812.jpg,other
15,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1042.jpg,other.image_1042.jpg,other
16,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1132.jpg,other.image_1132.jpg,other
17,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1048.jpg,other.image_1048.jpg,other
18,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0903.jpg,other.image_0903.jpg,other
19,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1256.jpg,other.image_1256.jpg,other
20,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0168.jpg,other.image_0168.jpg,other
21,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0907.jpg,other.image_0907.jpg,other
22,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0378.jpg,other.image_0378.jpg,other
23,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1207.jpg,other.image_1207.jpg,other
24,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0124.jpg,other.image_0124.jpg,other
25,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0858.jpg,other.image_0858.jpg,other
26,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0537.jpg,other.image_0537.jpg,other
27,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0191.jpg,other.image_0191.jpg,other
28,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0040.jpg,other.image_0040.jpg,other
29,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1257.jpg,other.image_1257.jpg,other
30,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1084.jpg,other.image_1084.jpg,other
31,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1173.jpg,other.image_1173.jpg,other
32,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0918.jpg,other.image_0918.jpg,other
33,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0010.jpg,other.image_0010.jpg,other
34,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0426.jpg,other.image_0426.jpg,other
35,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1282.jpg,other.image_1282.jpg,other
36,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0410.jpg,other.image_0410.jpg,other
37,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0939.jpg,other.image_0939.jpg,other
38,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0390.jpg,other.image_0390.jpg,other
39,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1272.jpg,other.image_1272.jpg,other
40,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0654.jpg,other.image_0654.jpg,other
41,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0819.jpg,other.image_0819.jpg,other
42,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0163.jpg,other.image_0163.jpg,other
43,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0610.jpg,other.image_0610.jpg,other
44,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0051.jpg,other.image_0051.jpg,other
45,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0787.jpg,other.image_0787.jpg,other
46,C:\Users\zcc\Desktop\rsvp-images\block1\target\image_0003.jpg,target.image_0003.jpg,target
47,C:\Users\zcc\Desktop\rsvp-images\block1\target\image_0033.jpg,target.image_0033.jpg,target
48,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0062.jpg,other.image_0062.jpg,other
49,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1000.jpg,other.image_1000.jpg,other
50,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0521.jpg,other.image_0521.jpg,other
51,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1143.jpg,other.image_1143.jpg,other
52,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0615.jpg,other.image_0615.jpg,other
53,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0743.jpg,other.image_0743.jpg,other
54,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0041.jpg,other.image_0041.jpg,other
55,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0840.jpg,other.image_0840.jpg,other
56,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0442.jpg,other.image_0442.jpg,other
57,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0403.jpg,other.image_0403.jpg,other
58,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0567.jpg,other.image_0567.jpg,other
59,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0028.jpg,other.image_0028.jpg,other
60,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0527.jpg,other.image_0527.jpg,other
61,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0665.jpg,other.image_0665.jpg,other
62,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0187.jpg,other.image_0187.jpg,other
63,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0814.jpg,other.image_0814.jpg,other
64,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0998.jpg,other.image_0998.jpg,other
65,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1234.jpg,other.image_1234.jpg,other
66,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0274.jpg,other.image_0274.jpg,other
67,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1008.jpg,other.image_1008.jpg,other
68,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0350.jpg,other.image_0350.jpg,other
69,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0935.jpg,other.image_0935.jpg,other
70,C:\Users\zcc\Desktop\rsvp-images\block1\target\image_0021.jpg,target.image_0021.jpg,target
71,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0258.jpg,other.image_0258.jpg,other
72,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0303.jpg,other.image_0303.jpg,other
73,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0865.jpg,other.image_0865.jpg,other
74,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0320.jpg,other.image_0320.jpg,other
75,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1275.jpg,other.image_1275.jpg,other
76,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0532.jpg,other.image_0532.jpg,other
77,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1168.jpg,other.image_1168.jpg,other
78,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1304.jpg,other.image_1304.jpg,other
79,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0480.jpg,other.image_0480.jpg,other
80,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0641.jpg,other.image_0641.jpg,other
81,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0894.jpg,other.image_0894.jpg,other
82,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0604.jpg,other.image_0604.jpg,other
83,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0178.jpg,other.image_0178.jpg,other
84,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0740.jpg,other.image_0740.jpg,other
85,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0682.jpg,other.image_0682.jpg,other
86,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0300.jpg,other.image_0300.jpg,other
87,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0655.jpg,other.image_0655.jpg,other
88,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0782.jpg,other.image_0782.jpg,other
89,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0917.jpg,other.image_0917.jpg,other
90,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0979.jpg,other.image_0979.jpg,other
91,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1074.jpg,other.image_1074.jpg,other
92,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1112.jpg,other.image_1112.jpg,other
93,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_0793.jpg,other.image_0793.jpg,other
94,C:\Users\zcc\Desktop\rsvp-images\block1\nontarget\image_1188.jpg,other.image_1188.jpg,other
